op,format,engine,regime,board,group,result_lane,e2e_evidence,measurement_state,disposition,cold,opponent_tier,opponent_symbol,correctness,run_id,freshness,tn_qualification,master_qualified,selection_valid,evidence_lane,source,citation_status
gemm_tile,tq2_0,rvv,prefill,k1,matmul,T3-kernel-cell,false,measured,PASS,4.76,标量类,ggml scalar-ref(fallback),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=tq2_0 engine=rvv regime=prefill board=k1,legacy-unlinked
gemm_tile,q4_0,ime,prefill,rvv,matmul,T3-kernel-cell,false,n_a,N/A-hw,,N/A-hw,—,unresolved,,unresolved,unqualified,false,false,none,,n_a
gemm_tile,q4_0,ime,prefill,k1,matmul,T3-kernel-cell,false,measured,具名-X(IME-kernel-sym·vendor手调IME),0.196,手调,stock IME q4_0 (vendor),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_0 engine=ime regime=prefill board=k1,legacy-unlinked
gemm_tile,q8_0,ime,prefill,rvv,matmul,T3-kernel-cell,false,n_a,N/A-hw,,N/A-hw,—,unresolved,,unresolved,unqualified,false,false,none,,n_a
gemm_tile,q8_0,ime,prefill,k1,matmul,T3-kernel-cell,false,open,PASS(IME-kernel-sym·对手RVV-repack回退部署真核·near-parity非硬赢·非vendor-IME·禁写赢了IME),0.937,手调,stock IME q8_0 (vendor),unresolved,,unresolved,unqualified,false,false,none,,legacy-unlinked
gemm_tile,q4_K,ime,prefill,rvv,matmul,T3-kernel-cell,false,n_a,N/A-hw,,N/A-hw,—,unresolved,,unresolved,unqualified,false,false,none,,n_a
gemm_tile,q4_K,ime,prefill,k1,matmul,T3-kernel-cell,false,measured,具名-X(IME-kernel-sym·vendor手调IME),0.049,手调,stock IME q4_K (vendor),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gemm_tile format=q4_K engine=ime regime=prefill board=k1,legacy-unlinked
rms_norm,f32,rvv,micro-fixed,rvv,forward,T3-kernel-cell,false,measured,PASS,1.24,通用向量,ggml_compute_forward_rms_norm_f32,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=rms_norm format=f32 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
rms_norm,f32,rvv,micro-fixed,k1,forward,T3-kernel-cell,false,measured,PASS,1.336,通用向量,ggml_compute_forward_rms_norm_f32,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=rms_norm format=f32 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
softmax,f32,rvv,micro-fixed,rvv,forward,T3-kernel-cell,false,measured,PASS,1.007,通用向量,ggml_vec_soft_max_f32,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=softmax format=f32 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
softmax,f32,rvv,micro-fixed,k1,forward,T3-kernel-cell,false,measured,PASS,1.004,通用向量,ggml_vec_soft_max_f32,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=softmax format=f32 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
rope,f32,rvv,micro-fixed,rvv,forward,T3-kernel-cell,false,measured,PASS,1.013,标量类,ggml_compute_forward_rope_f32,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=rope format=f32 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
rope,f32,rvv,micro-fixed,k1,forward,T3-kernel-cell,false,measured,PASS,0.982,标量类,ggml_compute_forward_rope_f32,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=rope format=f32 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
silu,f32,rvv,micro-fixed,rvv,forward,T3-kernel-cell,false,measured,PASS,0.997,通用向量,ggml_vec_silu_f32,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=silu format=f32 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
silu,f32,rvv,micro-fixed,k1,forward,T3-kernel-cell,false,measured,PASS,1.012,通用向量,ggml_vec_silu_f32,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=silu format=f32 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
scale,f32,rvv,micro-fixed,rvv,forward,T3-kernel-cell,false,measured,PASS,0.998,通用向量,ggml_vec_scale_f32(vec.h:703),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=scale format=f32 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
scale,f32,rvv,micro-fixed,k1,forward,T3-kernel-cell,false,measured,PASS,0.917,通用向量,ggml_vec_scale_f32,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=scale format=f32 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
gelu,f32,rvv,micro-fixed,rvv,forward,T3-kernel-cell,false,measured,PASS,0.141,标量类,ggml_table_gelu_f16(BSS-LUT),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gelu format=f32 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
gelu,f32,rvv,micro-fixed,k1,forward,T3-kernel-cell,false,measured,PASS,0.247,标量类,ggml_table_gelu_f16(BSS-LUT),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=gelu format=f32 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
add,f32,rvv,micro-fixed,rvv,forward,T3-kernel-cell,false,measured,PASS,0.967,标量类,ggml_vec_add_f32(vec.h:89),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=add format=f32 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
add,f32,rvv,micro-fixed,k1,forward,T3-kernel-cell,false,measured,PASS,1.209,标量类,ggml_vec_add_f32,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=add format=f32 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
mul,f32,rvv,micro-fixed,rvv,forward,T3-kernel-cell,false,measured,PASS,0.963,标量类,ggml_vec_mul_f32(vec.h:127),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=mul format=f32 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
mul,f32,rvv,micro-fixed,k1,forward,T3-kernel-cell,false,measured,PASS,1.189,标量类,ggml_vec_mul_f32,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=mul format=f32 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
cpy,f32,rvv,micro-fixed,rvv,forward,T3-kernel-cell,false,measured,PASS,0.987,标量类,ggml_vec_cpy_f32(vec.h:119),pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=cpy format=f32 engine=rvv regime=micro-fixed board=rvv,legacy-unlinked
cpy,f32,rvv,micro-fixed,k1,forward,T3-kernel-cell,false,measured,PASS,1.108,标量类,ggml_compute_forward_dup_cpy,pending,,unresolved,unqualified,false,false,legacy-t3,T3_master_rebuild.csv op=cpy format=f32 engine=rvv regime=micro-fixed board=k1,legacy-unlinked
